Publication,Publication date,News url,Article #,Sentence #,Sentence,Word,Pos,Chunk,NER_tag,Mapping,Target,Opinion,Aspect,Sentiment,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,78,17,,"['Samsung', 'has', 'ready', 'funds', 'available', 'for', 'M', '&', 'A', ',', 'with', 'Won21,790bn', '($', '19.4bn', ')', 'in', 'cash', 'and', 'cash', 'equivalent', 'as', 'of', 'the', 'end', 'of', 'the', 'third', 'quarter', '.']","['NNP', 'VBZ', 'JJ', 'NNS', 'JJ', 'IN', 'NNP', 'CC', 'NNP', ',', 'IN', 'NN', '$', 'CD', '-RRB-', 'IN', 'NN', 'CC', 'NN', 'NN', 'IN', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']","['B-NP', 'B-VP', 'B-NP', 'I-NP', 'B-ADJP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'O', 'B-NP', 'I-NP', 'B-PP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O']",,['Samsung Group'],"[' Its parent Samsung Group pledged to invest Won23,300bn by 2020']",['corporate'],[0.17994134],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,78,18,,"['Its', 'parent', 'Samsung', 'Group', 'pledged', 'to', 'invest', 'Won23,300bn', 'by', '2020', 'in', 'new', 'business', 'areas', ',', 'such', 'as', 'green', 'technology', 'and', 'healthcare', '.']","['PRP$', 'NN', 'NNP', 'NNP', 'VBD', 'TO', 'VB', 'NNP', 'IN', 'CD', 'IN', 'JJ', 'NN', 'NNS', ',', 'JJ', 'IN', 'JJ', 'NN', 'CC', 'NN', '.']","['B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-PP', 'I-PP', 'B-NP', 'I-NP', 'O', 'B-NP', 'O']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,1,,"['Attention', 'to', 'the', 'risk', 'of', 'default', 'on', 'sovereign', 'bonds', 'has', 'been', 'largely', 'confined', 'to', 'European', 'countries', '.']","['NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'IN', 'JJ', 'NNS', 'VBZ', 'VBN', 'RB', 'VBN', 'IN', 'JJ', 'NNS', '.']","['B-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'I-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,2,,"['Yet', 'the', 'problems', 'Japan', 'faces', 'merit', 'as', 'much', 'scrutiny', '.']","['CC', 'DT', 'NNS', 'NNP', 'VBZ', 'NN', 'IN', 'JJ', 'NN', '.']","['O', 'B-NP', 'I-NP', 'B-NP', 'B-VP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,3,,"['On', 'Tuesday', 'Kaoru', 'Yosano', ',', 'the', 'new', 'minister', 'for', 'economic', 'and', 'fiscal', 'policy', ',', 'warned', 'that', 'his', 'country', ""'s"", '""', 'fiscal', 'status', 'is', 'at', 'a', 'critical', 'point', '""', '.']","['IN', 'NNP', 'NNP', 'NNP', ',', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'CC', 'JJ', 'NN', ',', 'VBD', 'IN', 'PRP$', 'NN', 'POS', '``', 'JJ', 'NN', 'VBZ', 'IN', 'DT', 'JJ', 'NN', ""''"", '.']","['B-PP', 'B-NP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'B-VP', 'B-SBAR', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,4,,"['Yet', 'this', 'follows', 'a', '20-year', 'government', 'spending', 'binge', 'that', 'has', 'moved', 'its', 'debt', 'position', 'from', 'about', 'the', 'best', 'of', 'developed', 'countries', 'to', 'about', 'the', 'worst', ',', 'and', 'which', 'now', 'needs', 'urgent', 'action', '.']","['CC', 'DT', 'VBZ', 'DT', 'CD', 'NN', 'NN', 'NN', 'WDT', 'VBZ', 'VBN', 'PRP$', 'NN', 'NN', 'IN', 'RB', 'DT', 'JJS', 'IN', 'JJ', 'NNS', 'IN', 'RB', 'DT', 'JJS', ',', 'CC', 'WDT', 'RB', 'VBZ', 'JJ', 'NN', '.']","['O', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'O', 'B-NP', 'B-ADVP', 'B-VP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,5,,"['The', 'Organisation', 'for', 'Economic', 'Co-operation', 'and', 'Development', 'now', 'puts', 'Japanese', 'government', 'net', 'debt', 'at', '114', 'per', 'cent', 'of', 'gross', 'domestic', 'product', '.']","['DT', 'NNP', 'IN', 'NNP', 'NNP', 'CC', 'NNP', 'RB', 'VBZ', 'JJ', 'NN', 'JJ', 'NN', 'IN', 'CD', 'NN', 'NN', 'IN', 'JJ', 'JJ', 'NN', '.']","['B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-ADVP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['Organisation for Economic Co-operation and Development'],[' puts Japanese government net debt'],['markets'],[-0.019573659],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,6,,"['This', 'compares', 'with', 'only', '97', 'and', '62', 'per', 'cent', 'for', 'Greece', 'and', 'Ireland', ',', 'and', 'only', '68', 'per', 'cent', 'in', 'the', 'US', '.']","['DT', 'VBZ', 'IN', 'RB', 'CD', 'CC', 'CD', 'NN', 'NN', 'IN', 'NNP', 'CC', 'NNP', ',', 'CC', 'RB', 'CD', 'NN', 'NN', 'IN', 'DT', 'NNP', '.']","['B-NP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'O', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'O']","['B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,7,,"['Worse', 'still', '.']","['JJR', 'RB', '.']","['B-ADVP', 'I-ADVP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,8,,"['Tax', 'revenue', 'last', 'year', 'covered', 'less', 'than', 'half', 'of', 'spending', ',', 'so', 'the', 'situation', 'is', 'rapidly', 'deteriorating', '.']","['NN', 'NN', 'JJ', 'NN', 'VBD', 'JJR', 'IN', 'NN', 'IN', 'NN', ',', 'IN', 'DT', 'NN', 'VBZ', 'RB', 'VBG', '.']","['B-NP', 'I-NP', 'B-NP', 'I-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'O', 'O', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'I-VP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,9,,"['Now', 'Japan', 'can', 'adjust', 'taxes', 'and', 'spending', 'to', 'fix', 'its', 'fiscal', 'position', '.']","['RB', 'NNP', 'MD', 'VB', 'NNS', 'CC', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NN', '.']","['B-ADVP', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,10,,"['Alternatively', ',', 'it', 'can', 'default', ',', 'or', 'try', 'to', 'inflate', 'its', 'debt', 'away', '.']","['RB', ',', 'PRP', 'MD', 'VB', ',', 'CC', 'VB', 'TO', 'VB', 'PRP$', 'NN', 'RB', '.']","['B-ADVP', 'O', 'B-NP', 'B-VP', 'I-VP', 'O', 'O', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'B-ADVP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,11,,"['Whatever', 'combination', 'it', 'chooses', ',', 'the', 'adjustment', 'will', 'be', 'less', 'jarring', 'if', 'growth', 'resumes', '.']","['WDT', 'NN', 'PRP', 'VBZ', ',', 'DT', 'NN', 'MD', 'VB', 'RBR', 'JJ', 'IN', 'NN', 'VBZ', '.']","['B-NP', 'I-NP', 'B-NP', 'B-VP', 'O', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-ADJP', 'I-ADJP', 'B-SBAR', 'B-NP', 'B-VP', 'O']","['B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,12,,"['Yet', 'while', 'its', 'trend', 'per', 'capita', 'growth', 'rate', 'was', 'above', '3', 'per', 'cent', 'per', 'year', 'in', 'the', 'early', '1990s', '–', 'the', 'highest', 'among', 'major', 'rich', 'countries', '–', 'it', 'has', 'fallen', 'to', 'about', '1', 'per', 'cent', 'over', 'the', 'past', 'decade', '.']","['CC', 'IN', 'PRP$', 'NN', 'IN', 'FW', 'NN', 'NN', 'VBD', 'IN', 'CD', 'NN', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'CD', 'CD', 'DT', 'JJS', 'IN', 'JJ', 'JJ', 'NNS', '``', 'PRP', 'VBZ', 'VBN', 'IN', 'RB', 'CD', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']","['O', 'B-SBAR', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,13,,"['Since', 'Japan', ""'s"", 'slowdown', 'began', 'with', 'a', 'massive', 'real', 'estate', 'collapse', ',', 'its', 'growth', 'story', 'holds', 'lessons', 'for', 'countries', 'recovering', 'from', 'the', 'recent', 'credit', 'crunch', 'too', '.']","['IN', 'NNP', 'POS', 'NN', 'VBD', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'NN', ',', 'PRP$', 'NN', 'NN', 'VBZ', 'NNS', 'IN', 'NNS', 'VBG', 'IN', 'DT', 'JJ', 'NN', 'NN', 'RB', '.']","['B-SBAR', 'B-NP', 'B-NP', 'I-NP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'B-NP', 'B-PP', 'B-NP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-ADVP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,79,14,,"['Lost', 'wealth', 'from', 'an', 'asset', 'price', 'collapse', 'partly', 'explains', 'the', 'slowdown', ',', 'as', 'did', 'an', 'increasingly', 'elderly', 'population', '–', 'which', 'saw', 'slower', 'labour', 'force', 'growth', 'and', 'thus', 'declining', 'domestic', 'saving', '.']","['VBN', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN', 'RB', 'VBZ', 'DT', 'NN', ',', 'IN', 'VBD', 'DT', 'RB', 'JJ', 'NN', 'NN', 'WDT', 'VBD', 'JJR', 'NN', 'NN', 'NN', 'CC', 'RB', 'VBG', 'JJ', 'NN', '.']","['B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-ADVP', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-SBAR', 'O', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'B-ADVP', 'B-VP', 'B-NP', 'I-NP', 'O']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7e13e6e-178d-11e0-badd-00144feabdc0,79,15,,"['Just', 'as', 'importantly', ',', 'Japan', ""'s"", 'export-led', 'growth', 'formula', 'had', 'run', 'its', 'course', '.']","['RB', 'RB', 'RB', ',', 'NNP', 'POS', 'JJ', 'NN', 'NN', 'VBD', 'VBN', 'PRP$', 'NN', '.']","['B-ADVP', 'I-ADVP', 'I-ADVP', 'O', 'B-NP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7e13e6e-178d-11e0-badd-00144feabdc0,79,16,,"['It', 'could', 'no', 'longer', 'grow', 'just', 'by', 'imitating', 'or', 'importing', 'new', 'technologies', '.']","['PRP', 'MD', 'RB', 'RB', 'VB', 'RB', 'IN', 'VBG', 'CC', 'VBG', 'JJ', 'NNS', '.']","['B-NP', 'B-VP', 'I-VP', 'I-VP', 'I-VP', 'B-ADVP', 'B-PP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7e13e6e-178d-11e0-badd-00144feabdc0,79,17,,"['Simply', 'exporting', 'its', 'way', 'to', 'prosperity', 'was', 'not', 'an', 'option', 'either', '.']","['RB', 'VBG', 'PRP$', 'NN', 'IN', 'NN', 'VBD', 'RB', 'DT', 'NN', 'RB', '.']","['B-VP', 'I-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-VP', 'O', 'B-NP', 'I-NP', 'B-ADVP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7e13e6e-178d-11e0-badd-00144feabdc0,79,18,,"['In', 'short', ',', 'Japan', 'needed', 'a', 'growth', 'recipe', 'appropriate', 'for', 'a', 'mature', ',', 'rich', 'economy', '.']","['IN', 'JJ', ',', 'NNP', 'VBD', 'DT', 'NN', 'NN', 'JJ', 'IN', 'DT', 'JJ', ',', 'JJ', 'NN', '.']","['B-PP', 'B-NP', 'O', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'B-ADJP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7e13e6e-178d-11e0-badd-00144feabdc0,79,19,,"['Unfortunately', 'four', 'policy', 'blunders', 'followed', '.']","['RB', 'CD', 'NN', 'NNS', 'VBD', '.']","['B-ADVP', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7e13e6e-178d-11e0-badd-00144feabdc0,79,20,,"['The', 'least', 'damaging', 'was', 'a', 'misguided', 'monetary', 'policy', ',', 'in', 'which', 'the', 'Bank', 'of', 'Japan', 'consistently', 'undershot', 'its', 'own', 'inflation', 'target', 'range', 'of', '0', 'to', '2', 'per', 'cent', ',', 'despite', 'the', 'fact', 'that', 'the', 'target', 'itself', 'is', 'the', 'world', ""'s"", 'lowest', '.']","['DT', 'RBS', 'JJ', 'VBD', 'DT', 'JJ', 'JJ', 'NN', ',', 'IN', 'WDT', 'DT', 'NNP', 'IN', 'NNP', 'RB', 'VBD', 'PRP$', 'JJ', 'NN', 'NN', 'NN', 'IN', 'CD', 'TO', 'CD', 'NN', 'NN', ',', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'PRP', 'VBZ', 'DT', 'NN', 'POS', 'JJS', '.']","['B-NP', 'I-NP', 'I-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'B-PP', 'B-NP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-ADVP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'B-PP', 'B-NP', 'I-NP', 'B-SBAR', 'B-NP', 'I-NP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['Bank of Japan'],[' undershot its own inflation target range'],['stock'],[0.0027510226000000003],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7e13e6e-178d-11e0-badd-00144feabdc0,79,21,,"['Achieving', 'this', 'would', 'have', 'been', 'enough', 'to', 'stave', 'off', 'growth', 'problems', ',', 'but', 'missing', 'it', 'did', 'not', 'help', '.']","['VBG', 'DT', 'MD', 'VB', 'VBN', 'JJ', 'TO', 'VB', 'RP', 'NN', 'NNS', ',', 'CC', 'VBG', 'PRP', 'VBD', 'RB', 'VB', '.']","['B-VP', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-ADJP', 'B-VP', 'I-VP', 'B-PRT', 'B-NP', 'I-NP', 'O', 'O', 'B-VP', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7e13e6e-178d-11e0-badd-00144feabdc0,79,22,,"['The', 'second', 'big', 'mistake', 'was', 'the', 'failure', 'to', 'attend', 'to', 'the', 'banking', 'problems', 'that', 'followed', 'the', 'asset', 'price', 'collapse', '.']","['DT', 'JJ', 'JJ', 'NN', 'VBD', 'DT', 'NN', 'TO', 'VB', 'IN', 'DT', 'NN', 'NNS', 'WDT', 'VBD', 'DT', 'NN', 'NN', 'NN', '.']","['B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7e13e6e-178d-11e0-badd-00144feabdc0,79,23,,"['Weak', 'banks', 'continued', 'to', 'hide', 'non-performing', 'loans', ',', 'made', 'easier', 'by', 'extremely', 'low', 'interest', 'rates', '.']","['JJ', 'NNS', 'VBD', 'TO', 'VB', 'JJ', 'NNS', ',', 'VBN', 'JJR', 'IN', 'RB', 'JJ', 'NN', 'NNS', '.']","['B-NP', 'I-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'O', 'B-VP', 'B-ADVP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7e13e6e-178d-11e0-badd-00144feabdc0,79,24,,"['By', 'rolling', 'over', 'loans', 'to', 'zombie', 'firms', ',', 'the', 'banks', 'distorted', 'competition', 'and', 'reduced', 'rewards', 'to', 'strong', 'firms', 'expanding', 'their', 'presence', '.']","['IN', 'VBG', 'RP', 'NNS', 'IN', 'NN', 'NNS', ',', 'DT', 'NNS', 'VBD', 'NN', 'CC', 'VBD', 'NNS', 'IN', 'JJ', 'NNS', 'VBG', 'PRP$', 'NN', '.']","['B-PP', 'B-VP', 'B-PRT', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'B-VP', 'B-NP', 'O', 'B-VP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'B-VP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
